Taxa,coeff,p,padj,Treatment,Mean_Ctrl,Mean_BMc,Sd_Ctrl,Sd_BMc,Taxonomic_Level,N-Fertilization-Intensity
Neoschizothecium;OTU392,1147.76,8.677787591745829e-4,0.0039773194968209845,Int,0.041946971090150505,0.24987273498553597,0.033560393543201235,0.1811058219808927,OTU,Int
Hypocreales_gen_Incertae_sedis;OTU396,-97.52,8.677787588839657e-4,0.0039773194968209845,Int,1.16778407556596,0.28559992523216066,0.2814676819359869,0.19536460191851943,OTU,Int
Sordariales_gen_Incertae_sedis;OTU400,198.6,8.67778759147516e-4,0.0039773194968209845,Int,0.051202345815887236,1.124145574016576,0.026184865045998523,1.0209672027015706,OTU,Int
Nectriaceae_gen_Incertae_sedis;OTU404,-210.71,8.677787589404241e-4,0.0039773194968209845,Int,0.6532506681425155,0.16103650042549544,0.15760900937612762,0.05766089864198065,OTU,Int
Sordariales_gen_Incertae_sedis;OTU406,-44215.51,8.677787597837047e-4,0.0039773194968209845,Int,0.008708701372780242,0,0.012446031716385968,0,OTU,Int
Hypocreales_gen_Incertae_sedis;OTU411,3210.21,8.677787593961648e-4,0.0039773194968209845,Int,0.002888358508341627,0.08822472703569663,0.002060700452841385,0.08282156687596084,OTU,Int
Hypocreales_gen_Incertae_sedis;OTU412,7166.23,8.677787589754637e-4,0.0039773194968209845,Int,0.01866533745000819,0.04398258047480516,0.003288327624942593,0.014898455052809411,OTU,Int
Hypocreales_gen_Incertae_sedis;OTU413,19161.05,8.677787591010574e-4,0.0039773194968209845,Int,0.0011469249789959571,0.013194875202380829,0.0012812068547095616,0.007011711516508747,OTU,Int
Valsonectria;OTU417,4795.05,0.013623172495840752,0.04541057498782116,Int,0,0.01314489600547554,0,0.01351881098673271,OTU,Int
Sordariales_gen_Incertae_sedis;OTU425,156158.32,8.677787600596096e-4,0.0039773194968209845,Int,0.001434294555482763,0.005002670862296322,0.0018376040999385885,8.22054805706913e-4,OTU,Int
Sordariales_gen_Incertae_sedis;OTU426,755.02,8.677787594035422e-4,0.0039773194968209845,Int,0.014147061072045056,0.4146192098184194,0.008994264273820395,0.6394755352159861,OTU,Int
Glomeraceae_gen_Incertae_sedis;OTU435,1493.94,8.677787589700716e-4,0.0039773194968209845,Int,4.268051922216184e-4,0.06421472622911653,4.933489624109307e-4,0.03321731050902755,OTU,Int
Hypholoma;OTU459,8045.6,0.013623172468369646,0.04541057498782116,Int,0,0.00611788022060576,0,0.006964577123959194,OTU,Int
Hypocreales_gen_Incertae_sedis;OTU479,1756.99,8.677787590621205e-4,0.0039773194968209845,Int,0.002909840539334159,0.11060186394951649,0.0020925669001273235,0.13158045209431063,OTU,Int
Pyrenochaetopsis;OTU507,2492.6,8.677787588743576e-4,0.0039773194968209845,Int,0.021094387296369952,0.0804399079723013,0.011151536758359316,0.029567604235031852,OTU,Int
Pleosporales_gen_Incertae_sedis;OTU515,339.81,0.011480555143457378,0.04415598132098992,Int,0.002327089262464605,0.019240484124781746,0.0034332390279267215,0.011671679548065863,OTU,Int
Vishniacozyma;OTU525,-45803.84,8.677787591941747e-4,0.0039773194968209845,Int,0.00622773647441321,0,0.004152788134553959,0,OTU,Int
Ramophialophora;OTU529,-604.07,0.01029051050663362,0.040427005561774934,Int,0.09284940943251062,0.001454700983423424,0.15576380236943946,0.0017815090661922898,OTU,Int
Hypocreales_gen_Incertae_sedis;OTU532,12355.64,8.677787589577322e-4,0.0039773194968209845,Int,0,0.00749820398139917,0,0.0040265907602529015,OTU,Int
Hypocreaceae_gen_Incertae_sedis;OTU535,6886.94,8.677787591868728e-4,0.0039773194968209845,Int,0.002979978693868983,0.03819487172840125,0.0015833625863069453,0.023130683231286635,OTU,Int
Ceratobasidiaceae_gen_Incertae_sedis;OTU537,49308.96,8.677787601445227e-4,0.0039773194968209845,Int,0,0.00993912264289755,0,0.009195663320062823,OTU,Int
Actinomucor;OTU539,8264.89,8.677787589756385e-4,0.0039773194968209845,Int,0.0027179690606105957,0.027352916676763372,0.002463012834422298,0.011174729590570342,OTU,Int
Actinomucor;OTU540,4787.13,8.677787591188396e-4,0.0039773194968209845,Int,0.006543854342327601,0.059830026581405925,0.008223301277115886,0.02795091652862244,OTU,Int
Typhula;OTU550,17145.67,8.677787588415014e-4,0.0039773194968209845,Int,2.0649040645571607e-4,0.006788615470371269,4.1298081291143215e-4,0.005476836659847959,OTU,Int
Agaricomycetes_gen_Incertae_sedis;OTU552,15971.13,8.677787588456426e-4,0.0039773194968209845,Int,0.010638057762584923,0.018608108230941924,0.004542503949837569,0.0028061508241092555,OTU,Int
Cheilymenia;OTU567,-9920.77,8.677787591996367e-4,0.0039773194968209845,Int,0.024908748569219354,0.0016212053661897622,0.02420854065356521,0.0032424107323795245,OTU,Int
Halosphaeriaceae_gen_Incertae_sedis;OTU579,-301.22,8.677787589351051e-4,0.0039773194968209845,Int,0.3390972226910819,0.004038377734410657,0.12260012920958485,0.002150088732531763,OTU,Int
Hymenoscyphus;OTU582,1867.98,0.013623172426050318,0.04541057498782116,Int,0,0.012639249937107263,0,0.011004529181421217,OTU,Int
Ascomycota_gen_Incertae_sedis;OTU595,97.11,8.677787592635862e-4,0.0039773194968209845,Int,0.018526668478664066,2.862239933248012,0.008155122287884925,4.609955315320124,OTU,Int
Magnaporthales_gen_Incertae_sedis;OTU596,1224.28,8.677787589088268e-4,0.0039773194968209845,Int,0.01410167877493185,0.08712230409308978,0.008579636981662806,0.028204639133368358,OTU,Int
Ceratobasidium;OTU609,9301.98,8.677787588103748e-4,0.0039773194968209845,Int,4.298885560355387e-4,0.013348027860606917,5.082486164397963e-4,0.0050586572264356595,OTU,Int
Mucor;OTU625,-2667.33,8.677787592374898e-4,0.0039773194968209845,Int,0.15061047882260462,0.0461654994036413,0.07547370008420394,0.0172337734954965,OTU,Int
Tranzscheliella;OTU638,786.25,0.004092695829248071,0.018153086339406765,Int,0.002598302842251884,0.02905122407897089,0.004283516098523176,0.018115215871107416,OTU,Int
Absidia;OTU641,543.63,0.01537365286322446,0.04973828867513796,Int,1.8152773743828056e-4,0.016731842062160086,3.6305547487656113e-4,0.018537086577564237,OTU,Int
Chytridiomycota_gen_Incertae_sedis;OTU659,-914.66,0.005587060500089937,0.0238208005817788,Int,0.01612747925172552,0.00284149030483508,0.005953510192481985,0.00568298060967016,OTU,Int
Fungi_gen_Incertae_sedis;OTU660,-6975.79,0.013623172369962022,0.04541057498782116,Int,0.005412866993384727,0,0.004746718132756842,0,OTU,Int
Rhizophlyctis;OTU661,19308.92,8.677787791563241e-4,0.0039773194968209845,Int,0.001752174544841936,0.13434991352431383,7.985199331941292e-4,0.13455776248958412,OTU,Int
Tausonia;OTU682,6586.34,8.677787658257574e-4,0.0039773194968209845,Int,0.267587433665906,0.5550607670953265,0.07251017529530147,0.1754110268351679,OTU,Int
Exophiala;OTU687,-348262.81,8.677787725288463e-4,0.0039773194968209845,Int,0.0060140630823457605,4.108989709619333e-4,0.008365886093265638,4.773402238921173e-4,OTU,Int
Acremonium;OTU689,680.8,8.677787597510616e-4,0.0039773194968209845,Int,0.0412098151542599,0.679774207879511,0.015304474758109605,0.6201083752060632,OTU,Int
Stachybotryaceae_gen_Incertae_sedis;OTU693,1145.91,8.677787588253505e-4,0.0039773194968209845,Int,8.428693689469708e-4,0.09357852874688292,6.834476297107486e-4,0.06826652886862923,OTU,Int
Albifimbria;OTU696,13906.19,8.677787590499647e-4,0.0039773194968209845,Int,0.0011081379306683355,0.014913999679930841,0.0014235443567285548,0.011888377827590833,OTU,Int
Paramicrothyrium;OTU703,636.24,8.677787588135516e-4,0.0039773194968209845,Int,0.0071248097107574045,0.165988384456074,0.0012058174144246063,0.11020035872073995,OTU,Int
Clonostachys;OTU713,-132.9,0.014577031852529029,0.04772242570768432,Int,0.10684242493959213,0.02618838160843735,0.11183345609732566,0.015472602555231394,OTU,Int
Ascomycota_gen_Incertae_sedis;OTU716,139.81,8.677787589723843e-4,0.0039773194968209845,Int,0.17140386362401974,1.4770039352423718,0.068137725267894,0.8432210044087137,OTU,Int
Tetracladium;OTU727,1625.59,8.677787589894682e-4,0.0039773194968209845,Int,0.09501483463158711,0.2109357529469994,0.03527763588408395,0.07033561351434191,OTU,Int
Tetracladium;OTU732,1290.05,8.67778758851145e-4,0.0039773194968209845,Int,0.0022049620069803646,0.06132963110285871,0.0016524534730315231,0.02008641168904882,OTU,Int
Ambispora;OTU735,1521.36,8.67778758822977e-4,0.0039773194968209845,Int,0.008587723137931564,0.08663097836419935,0.004615252379153579,0.045369398557538014,OTU,Int
Fusarium;OTU740,4525.44,8.677787588908309e-4,0.0039773194968209845,Int,0.008900881178804533,0.04271327870796987,0.007276461333348546,0.01904781820438284,OTU,Int
Lophiotrema;OTU749,60699.91,8.67778759083493e-4,0.0039773194968209845,Int,0,0.0036833824970291707,0,0.0029853913798907734,OTU,Int
Alternaria;OTU750,983.53,0.008549019367406308,0.03457324008877551,Int,0.003581923186339115,0.01829688953337454,0.0028918915862437534,0.017326436098656466,OTU,Int
Neosetophoma;OTU786,645.98,8.677787588702013e-4,0.0039773194968209845,Int,0.05322860401778034,0.3051342543258821,0.047557534828462256,0.09172752179982789,OTU,Int
Ophiosphaerella;OTU789,52.48,0.010445070754628574,0.040743183794650466,Int,0.08224824712091561,0.2419801289029021,0.07093548143245629,0.11928890371851791,OTU,Int
Pleosporales_gen_Incertae_sedis;OTU797,18056.69,8.67778758952795e-4,0.0039773194968209845,Int,1.8152773743828056e-4,0.008552578926049886,3.6305547487656113e-4,0.00956657642329503,OTU,Int
Rhizophydiales_gen_Incertae_sedis;OTU820,-10676.42,8.677787589953807e-4,0.0039773194968209845,Int,0.016487525411732307,0,0.012674729990744971,0,OTU,Int
Agaricomycetes_gen_Incertae_sedis;OTU824,12984.13,8.67778758827731e-4,0.0039773194968209845,Int,2.0649040645571607e-4,0.008871775319026111,4.1298081291143215e-4,0.004941286911891183,OTU,Int
Spizellomyces;OTU829,3399.71,8.677787588211535e-4,0.0039773194968209845,Int,0.004250226093897613,0.037486071927954515,0.004221143629057203,0.018906354476344277,OTU,Int
Chrysozymaceae_gen_Incertae_sedis;OTU852,-11719.16,8.677787589865952e-4,0.0039773194968209845,Int,0.01511709698726562,0,0.010362166153312818,0,OTU,Int
Penicillium;OTU864,-1316.79,8.677787598850762e-4,0.0039773194968209845,Int,0.3544096967743494,0.03656495503252157,0.2188580931066445,0.020941584203012273,OTU,Int
Panaeolus;OTU879,386.33,8.677787589171752e-4,0.0039773194968209845,Int,0.004060467865916946,0.40839534346391376,0.0021546471238498483,0.53304618815489,OTU,Int
Clitocybe;OTU905,28898.39,8.677787589296865e-4,0.0039773194968209845,Int,3.6305547487656113e-4,0.00617109959934674,7.261109497531223e-4,0.0032380834627645664,OTU,Int
Operculomyces;OTU933,-56413.25,8.677787639184035e-4,0.0039773194968209845,Int,0.025707785926962413,0,0.03497826903936496,0,OTU,Int
Entoloma;OTU937,13416.97,8.677787589078882e-4,0.0039773194968209845,Int,0,0.01002821550868236,0,0.009925790314988503,OTU,Int
Lobulomycetales_gen_Incertae_sedis;OTU939,3754.71,8.67778760859805e-4,0.0039773194968209845,Int,0.009830842590323303,0.17697054026474784,0.0031431675669478087,0.18270924109871467,OTU,Int
Ascomycota_gen_Incertae_sedis;OTU967,698.1,8.677787591705531e-4,0.0039773194968209845,Int,0.3384065584065973,0.7707326693037986,0.0981047011602939,0.19121858975861616,OTU,Int
Conocybe;OTU983,5689.17,0.013623172396112835,0.04541057498782116,Int,0,0.004070210349527044,0,0.0030845344854230294,OTU,Int
Piptocephalis;OTU998,-3477.95,8.677787589102507e-4,0.0039773194968209845,Int,0.07322475422596016,0.023201365060667348,0.022366092513309333,0.0031260360195656295,OTU,Int
Fungi_gen_Incertae_sedis;OTU1010,6185.03,8.677787589686367e-4,0.0039773194968209845,Int,0.0215956586603171,0.05267559746423378,0.008824992603230386,0.016617283450168198,OTU,Int
Spizellomycetales_gen_Incertae_sedis;OTU1024,9402.14,0.003956470581821306,0.01783654879574458,Int,2.2031478576590231e-4,0.02431614587297679,4.4062957153180463e-4,0.02130772594878577,OTU,Int
Coprinellus;OTU1029,764.81,0.004416510031854644,0.019278416805714713,Int,0.0047729761459218084,0.03874236295409237,0.005362884840512562,0.02909483773417792,OTU,Int
Ascomycota_gen_Incertae_sedis;OTU1056,-531.32,0.015364143655640409,0.04973828867513796,Int,0.013202970296830855,0.004276031878950367,0.005746797806471937,0.002904020589211098,OTU,Int
Rhizophlyctis;OTU1057,9876.23,8.677787588371034e-4,0.0039773194968209845,Int,0,0.012667649531515456,0,0.008538227380903459,OTU,Int
Spizellomycetales_gen_Incertae_sedis;OTU1074,35021.74,8.67778765987494e-4,0.0039773194968209845,Int,0.0020706735179740177,0.03929206898714578,0.0019391917778516321,0.028291958779088154,OTU,Int
Psathyrella;OTU1077,654423.25,8.677787993063966e-4,0.0039773194968209845,Int,3.880181438939966e-4,0.007370283296310065,4.4989532068380873e-4,0.006630863205168692,OTU,Int
Psathyrella;OTU1082,-1689.46,8.677787591254212e-4,0.0039773194968209845,Int,0.19347780195117148,0.04411329073348157,0.09008740333724376,0.034915122260355834,OTU,Int
Conocybe;OTU1090,4891.88,0.004027473758665648,0.018009029002163467,Int,0.003032590121506791,0.04981832149110151,0.002057676315047184,0.051658238662896594,OTU,Int
Keithomyces;OTU1098,1337.33,8.677787593977596e-4,0.0039773194968209845,Int,0.031193089708143613,0.2650916857324696,0.016629111793835707,0.1657962066074006,OTU,Int
Serendipita;OTU1126,27153.05,8.677787597911376e-4,0.0039773194968209845,Int,0.0011580632687032064,0.014655991804273561,0.0014430031354676952,0.015305725788349411,OTU,Int
Powellomyces;OTU1161,-1300.81,8.677787589799064e-4,0.0039773194968209845,Int,0.1605581430530643,0.02693755016964929,0.10042922210290568,0.015057445481739184,OTU,Int
Microbotryomycetes_gen_Incertae_sedis;OTU1168,3760.21,8.677787589265229e-4,0.0039773194968209845,Int,0.004887674145116593,0.05089277377265951,0.00486789765229785,0.02509783102078235,OTU,Int
Endogonomycetes_gen_Incertae_sedis;OTU1209,8314.36,0.013623172374852062,0.04541057498782116,Int,0,0.002473014180141822,0,0.0018489559220376567,OTU,Int
Rhodotorula;OTU1216,9402.3,0.003956470823783343,0.01783654879574458,Int,2.2031478576590231e-4,0.007051970051426569,4.4062957153180463e-4,0.007782087457735535,OTU,Int
Spizellomycetales_gen_Incertae_sedis;OTU1218,-11425.91,0.013623172382719515,0.04541057498782116,Int,0.003449849463780575,0,0.0031461506271512883,0,OTU,Int
Samsoniella;OTU1225,-7516.22,0.013623172416628453,0.04541057498782116,Int,0.005323951138341899,0,0.00636558182533595,0,OTU,Int
Sistotrema;OTU1230,1703.36,8.677787588909507e-4,0.0039773194968209845,Int,0.018988807985219684,0.06765077294050452,0.004081867195666911,0.020979207980871155,OTU,Int
Sistotrema;OTU1231,-387.76,0.0088626557089311,0.035322178550087714,Int,0.023593938995359307,0.0033219942595939193,0.015048412061523329,0.0066439885191878385,OTU,Int
Funneliformis;OTU1281,254.22,0.012760099679831853,0.04541057498782116,Int,0.004054476702938163,0.030123195298165557,0.0033897143814939053,0.018618293133769396,OTU,Int
Beauveria;OTU1295,6.99,0.010885862869659965,0.042163553368401274,Int,1.112397695926012,1.9872035487366162,0.39865953686118977,0.5102737981582441,OTU,Int
Basidiomycota_gen_Incertae_sedis;OTU1314,-1403.16,8.67778759116877e-4,0.0039773194968209845,Int,0.16047776230374022,0.007454913203926742,0.10701086589375716,0.010840160316948221,OTU,Int
Murispora;OTU1317,1136.45,8.677787595829715e-4,0.0039773194968209845,Int,0.006811282299704732,0.2826214106050818,0.0019233242910236571,0.36059007241423524,OTU,Int
Monosporascus;OTU1345,253.86,8.677787589454679e-4,0.0039773194968209845,Int,0.011166010312129625,0.6304698217572283,0.009265995664290986,0.43170828252835486,OTU,Int
Hypocreales_gen_Incertae_sedis;OTU1352,3341.78,8.677787588958709e-4,0.0039773194968209845,Int,0.028657537763267207,0.08209569963163302,0.011909949300284692,0.019664396648427448,OTU,Int
Rhizophydiaceae_gen_Incertae_sedis;OTU1356,1211.68,0.00872145596295514,0.035013144376827204,Int,0.003990551420944048,0.008954994930890324,0.002299922995281496,0.0019813930562579407,OTU,Int
Leucosporidium;OTU1364,11213.27,0.013623172437948895,0.04541057498782116,Int,0,0.00449729718105576,0,0.004442328898311864,OTU,Int
Microbotryales_gen_Incertae_sedis;OTU1366,-1966.4,8.677787588483611e-4,0.0039773194968209845,Int,0.0818351983761741,0.007384180208941582,0.027937084448531067,0.007281323155695307,OTU,Int
Alternaria;OTU1385,65418.54,8.677787610105028e-4,0.0039773194968209845,Int,4.548512250529742e-4,0.009085083462064122,5.296488141627388e-4,0.007681527390159619,OTU,Int
Pezizaceae_gen_Incertae_sedis;OTU1392,18567.66,8.67778761456143e-4,0.0039773194968209845,Int,0.03162791290722486,0.0827117858838354,0.020942182153120017,0.030360589494408882,OTU,Int
Aphanoascus;OTU1396,8695.43,0.013623172432609559,0.04541057498782116,Int,0,0.004903545674429537,0,0.0058305406773623255,OTU,Int
Ascobolus;OTU1413,13751.06,8.677787591502478e-4,0.0039773194968209845,Int,9.653972415576766e-4,0.017182044303495653,0.0014060602400636734,0.013208038808296647,OTU,Int
Furcasterigmium;OTU1446,831.47,8.677787589674667e-4,0.0039773194968209845,Int,0.024829003521857716,0.15582883184021953,0.012949528372583806,0.044496719181109076,OTU,Int
Pseudogymnoascus;OTU1450,-301.18,0.009053746208292347,0.035824175644322234,Int,0.042135360404544984,0.014338224488949796,0.022783919433942725,0.007242445062864171,OTU,Int
Trichoderma;OTU1455,7492.49,8.677787591186085e-4,0.0039773194968209845,Int,0.0010800918978369797,0.03256435403123841,8.498804326220615e-4,0.04680565940394763,OTU,Int
Trichoderma;OTU1457,1371.44,8.677787588120971e-4,0.0039773194968209845,Int,0.0037626563753554295,0.08586247789457047,0.005775283196830084,0.041496903901010046,OTU,Int
Naviculispora;OTU1459,126.23,8.677787589139065e-4,0.0039773194968209845,Int,0.03588642384871287,0.47406155065483874,0.020184437591275386,0.04202970105854287,OTU,Int
Mucor;OTU1465,-22337.93,8.677787592707155e-4,0.0039773194968209845,Int,0.01850802397807825,0.004833538726897558,0.007802907467212332,0.002104126693094985,OTU,Int
Trichoderma;OTU1475,-64388.17,8.677787630292463e-4,0.0039773194968209845,Int,0.016151738859279452,0.0015551154472661873,0.01446071251165791,0.0018791887727786258,OTU,Int
Talaromyces;OTU1496,115.95,8.677787596784007e-4,0.0039773194968209845,Int,0.6631091020818065,4.058150082150839,0.26727114817866343,2.9377861176319477,OTU,Int
Chaetomium;OTU1506,1667.11,0.008495194293791744,0.03457324008877551,Int,0.0028605341850721977,0.007074692054329219,0.0020997609779355524,0.0018522265044579483,OTU,Int
Chaetomium;OTU1507,1194.01,8.677787589579173e-4,0.0039773194968209845,Int,6.083329296598989e-4,0.05183071527275201,4.1060588674224466e-4,0.008504243258447368,OTU,Int
Chaetomium;OTU1509,217.78,8.677787588052665e-4,0.0039773194968209845,Int,0.42649741900535604,0.963662223494026,0.19699403818108263,0.1280210559221365,OTU,Int
Preussia;OTU1510,11327.29,0.013623172407778076,0.04541057498782116,Int,0,0.006629607598656112,0,0.008829875619488657,OTU,Int
Pseudogymnoascus;OTU1530,-3.67,8.67778758832175e-4,0.0039773194968209845,Int,40.22757430311135,8.507523263154027,19.891958934231308,3.74308384490263,OTU,Int
Trichoderma;OTU1538,57.52,8.677787588707945e-4,0.0039773194968209845,Int,0.254358536251317,2.4793015103476215,0.1153553399640534,1.499684964527746,OTU,Int
Trichoderma;OTU1540,33.1,0.013928756471129077,0.04614949433205417,Int,0.19166037406107306,0.5078793124069686,0.09306589983067004,0.3774647755417343,OTU,Int
Verticillium;OTU1547,14108.2,8.677787604142824e-4,0.0039773194968209845,Int,0.0020566274291019056,0.03994604367921853,0.0019821771006560095,0.02934067611180572,OTU,Int
Trichoderma;OTU1555,32914.09,8.677787589583666e-4,0.0039773194968209845,Int,5.945085503497127e-4,0.003960891574790561,7.836508310303152e-4,8.35430487390218e-4,OTU,Int
Mrakia;OTU1559,9736.24,8.67778759124071e-4,0.0039773194968209845,Int,0.007590795882602146,0.037647479988169634,0.007479457969247926,0.012685185160405465,OTU,Int
Clonostachys;OTU1563,69.39,8.677787588744661e-4,0.0039773194968209845,Int,0.2467753353001099,1.4774034076349687,0.09064122596291202,0.3562249227162647,OTU,Int
Plectosphaerella;OTU1564,14788.17,8.677787599376152e-4,0.0039773194968209845,Int,0.018170137983814942,0.05341996094312795,0.015322143251978995,0.016777471577648962,OTU,Int
Plectosphaerella;OTU1565,1000.87,8.677787589851104e-4,0.0039773194968209845,Int,0.02666427200317855,0.21070303465992232,0.01155770443208619,0.1056414315753033,OTU,Int
Apiotrichum;OTU1573,28019.41,8.677787613898445e-4,0.0039773194968209845,Int,0.003993610223642172,0.035753150294737024,0.007987220447284345,0.02175376598695929,OTU,Int
Myxotrichum;OTU1583,-4787.22,0.01362317243198008,0.04541057498782116,Int,0.009168213503440442,0,0.009947985141184496,0,OTU,Int
Talaromyces;OTU1597,-4055.93,8.677787592193917e-4,0.0039773194968209845,Int,0.059474883782898585,0.0010132533538686013,0.07343043387542729,0.0020265067077372026,OTU,Int
Botryotrichum;OTU7,-49594.04,8.677787743423663e-4,0.002959224092833877,Ext,0.1172902773304107,0.04445092369565998,0.033466801248637275,0.03502744341073107,OTU,Ext
Chaetomium;OTU10,-10963.76,8.677787589117081e-4,0.002959224092833877,Ext,0.01533114427784768,0.002043435068294644,0.010224331176833138,7.978539656541563e-4,OTU,Ext
Chaetomiaceae_gen_Incertae_sedis;OTU13,4138.83,8.677787588229906e-4,0.002959224092833877,Ext,0.009275228222161095,0.04063821571278308,0.007248429510729009,0.010983616204882807,OTU,Ext
Sporobolomyces;OTU15,-300.94,8.67778758831317e-4,0.002959224092833877,Ext,0.5416075547619749,0.13913391392036803,0.2353350564846495,0.05314804005188233,OTU,Ext
Penicillium;OTU21,15933.18,8.677787588583663e-4,0.002959224092833877,Ext,0,0.005152230563326698,0,0.0014965511104816868,OTU,Ext
Fusariella;OTU30,42847.04,8.677787709102566e-4,0.002959224092833877,Ext,0.003900780858651639,0.04496760801524243,0.00371638534887899,0.048964527871231414,OTU,Ext
Acremonium;OTU33,-149.65,8.677787589284618e-4,0.002959224092833877,Ext,0.5775681603151357,0.19534086750053234,0.01844173809484868,0.040094795047779394,OTU,Ext
Septoglomus;OTU43,40920.16,8.677787601662138e-4,0.002959224092833877,Ext,0,0.015832291978677117,0,0.01600087936691308,OTU,Ext
Podila;OTU50,-50.08,8.677787590844915e-4,0.002959224092833877,Ext,6.30582004921764,2.044198982738096,3.4394303245440963,1.0706695413100935,OTU,Ext
Halosphaeriaceae_gen_Incertae_sedis;OTU52,-8171.05,8.677787593275795e-4,0.002959224092833877,Ext,0.03611090171508966,5.293021680216802e-4,0.0339358113698598,0.0010586043360433603,OTU,Ext
Heterocephalacria;OTU62,6478.4,8.67778758876763e-4,0.002959224092833877,Ext,2.296590940408058e-4,0.013165857524075083,4.593181880816116e-4,0.004158655818650711,OTU,Ext
Rozellomycota_gen_Incertae_sedis;OTU72,-723.83,0.01250662286741307,0.03721593797071322,Ext,0.015506379527902674,0.004651272686765105,0.009796317631816575,0.0035775104036476052,OTU,Ext
