Taxa,coeff,p,padj,Treatment,Mean_Ctrl,Mean_BMc,Sd_Ctrl,Sd_BMc,Taxonomic_Level,N-Fertilization-Intensity
Rozellomycota;Rozellomycota_cls_Incertae_sedis,5262.44,8.677787588741987e-4,0.005640561943707572,Int,0.00407755117369011,0.03082583456830763,0.004743011955225932,0.016425250532002493,Class,Int
Ascomycota;Eurotiomycetes;Eurotiales,39.67,8.67778759251455e-4,0.0047333387011831325,Ext,2.260751805414319,8.346048692172431,0.5891143711929943,7.215093541500196,Order,Ext
Ascomycota;Leotiomycetes;Helotiales,1637.41,8.677787594525524e-4,0.0047333387011831325,Ext,0.4679497124370206,0.6813942532806965,0.044271442775004666,0.1466738689027903,Order,Ext
Ascomycota;Pezizomycetes;Pezizales,1505.06,8.67778759558247e-4,0.0047333387011831325,Ext,0.09468981411373048,0.3400733095296874,0.02923853175207259,0.1785267914570991,Order,Ext
Ascomycota;Sordariomycetes;Boliniales,1066.87,8.677787588728512e-4,0.0047333387011831325,Ext,0.006822452266530865,0.15073528082020457,0.002153420074049751,0.06997386101554487,Order,Ext
Ascomycota;Sordariomycetes;Coniochaetales,315.07,8.677787589981495e-4,0.0047333387011831325,Ext,0.07998463887979308,0.6229192700445529,0.022854536696196394,0.4893664866749368,Order,Ext
Ascomycota;Sordariomycetes;Hypocreales,35.01,8.677787589772192e-4,0.0047333387011831325,Ext,30.921917706511692,36.59257949728725,2.1266047507312194,2.62463491128439,Order,Ext
Ascomycota;Sordariomycetes;Microascales,-489.7,8.677787588365473e-4,0.0047333387011831325,Ext,0.19273772361231264,0.04285386808599309,0.04611132909127273,0.018823049637729596,Order,Ext
Ascomycota;Sordariomycetes;Xylariales,-525.3,8.67778761728077e-4,0.0047333387011831325,Ext,1.4962362357393062,0.16582400271757416,1.8999862430976182,0.08646226408102475,Order,Ext
Basidiomycota;Agaricomycetes;Agaricomycetes_ord_Incertae_sedis,-330.07,8.677787589610983e-4,0.0047333387011831325,Ext,0.3097448940995624,0.03592294179860162,0.17912755482569076,0.018753601307682635,Order,Ext
Basidiomycota;Agaricomycetes;Auriculariales,873.85,8.677787590318037e-4,0.0047333387011831325,Ext,0.0026851843980063967,0.20181359367567447,0.0013390175436253664,0.22653797034311304,Order,Ext
Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis,-3235.93,8.677787618835744e-4,0.0047333387011831325,Ext,0.28866287392146867,0.03703470179916604,0.35154531397280314,0.024254336722048343,Order,Ext
Basidiomycota;Microbotryomycetes;Sporidiobolales,-426.65,8.677787589056682e-4,0.0047333387011831325,Ext,0.5689288841990837,0.20156019480344095,0.23067844289816236,0.06053116555510033,Order,Ext
Basidiomycota;Tremellomycetes;Tremellales,3184.12,8.67778759844109e-4,0.0047333387011831325,Ext,0.8070997506432264,0.9806804077582281,0.06541025809297471,0.07336103622469663,Order,Ext
Basidiomycota;Ustilaginomycetes;Ustilaginales,-1582.83,8.677787613239678e-4,0.0047333387011831325,Ext,0.6526343843370273,0.25360501434455257,0.4772515522869449,0.09722990181523714,Order,Ext
Chytridiomycota;Cladochytriomycetes;Cladochytriales,-6359.97,8.67778758804371e-4,0.0047333387011831325,Ext,0.02585298063262595,0.008225157690480094,0.007160807959293777,0.006796154579938673,Order,Ext
Chytridiomycota;Lobulomycetes;Lobulomycetales,5419.98,8.67778758958762e-4,0.0047333387011831325,Ext,0.01886206759450534,0.060435076481713326,0.01272165195052721,0.011240795049860055,Order,Ext
Chytridiomycota;Rhizophydiomycetes;Rhizophydiales,3691.99,8.677787591098523e-4,0.0047333387011831325,Ext,0.0396937263600809,0.10412788499257787,0.012881231170810477,0.04334863578907739,Order,Ext
Fungi_phy_Incertae_sedis;Fungi_cls_Incertae_sedis;Fungi_ord_Incertae_sedis,-48.45,8.677787589558598e-4,0.0047333387011831325,Ext,3.4442674001061437,1.2349848948932074,0.7526124992533525,0.35202878409722466,Order,Ext
Glomeromycota;Glomeromycetes;Glomerales,104.03,0.005300537995549468,0.02765498084634505,Ext,0.09875257129734463,0.5859125360852959,0.06958925376190919,0.45472962000480216,Order,Ext
Glomeromycota;Paraglomeromycetes;Paraglomerales,-849.37,8.677787588904068e-4,0.0047333387011831325,Ext,0.10399166837977879,0.0044459945094360446,0.04101965338551682,0.006493552821040429,Order,Ext
Mortierellomycota;Mortierellomycetes;Mortierellales,-21.83,8.677787589398716e-4,0.0047333387011831325,Ext,13.276849820157464,4.704500900467652,4.2010447414506915,2.2634223461352407,Order,Ext
Mucoromycota;Endogonomycetes;Endogonomycetes_ord_Incertae_sedis,-25939.32,8.677787588658621e-4,0.0047333387011831325,Ext,0.005451566334187178,0,0.003860011791235465,0,Order,Ext
Olpidiomycota;Olpidiomycetes;Olpidiales,592.03,8.677787588150515e-4,0.0047333387011831325,Ext,0.0011912563753470463,0.17007725912538374,0.0015186891350340483,0.13684668764758465,Order,Ext
Ascomycota;Ascomycota_cls_Incertae_sedis;Ascomycota_ord_Incertae_sedis,76.8,8.67778759671933e-4,0.008677787605703957,Int,2.6640059039041053,7.277400030325197,1.0102871412361485,4.678830275184363,Order,Int
Ascomycota;Leotiomycetes;Thelebolales,-3.55,8.677787588256472e-4,0.008677787605703957,Int,40.604076264595165,8.66644790984415,19.76711044104561,3.7040259548546195,Order,Int
Ascomycota;Sordariomycetes;Boliniales,629.41,8.677787588114522e-4,0.008677787605703957,Int,0.0071248097107574045,0.16620836580165588,0.0012058174144246063,0.10998171689216875,Order,Int
Ascomycota;Sordariomycetes;Glomerellales,441.44,8.677787604229292e-4,0.008677787605703957,Int,2.3718561616248577,3.837571666855009,0.7812645389231739,0.5831469927001351,Order,Int
Ascomycota;Sordariomycetes;Magnaporthales,124.9,0.004053128384172309,0.03741349277697516,Int,0.08357991088371902,0.21086051144437987,0.042142497343652115,0.05717467410230862,Order,Int
Ascomycota;Sordariomycetes;Sordariales,37.84,8.677787588086105e-4,0.008677787605703957,Int,1.3661669858657015,4.169874408096634,0.5152879708510861,1.5793650932005154,Order,Int
Ascomycota;Sordariomycetes;Xylariales,281.97,8.677787590416321e-4,0.008677787605703957,Int,0.039143937196445724,0.7656261339334347,0.013359695290912995,0.48497438570747414,Order,Int
Basidiomycota;Microbotryomycetes;Leucosporidiales,26887.08,8.677787588964709e-4,0.008677787605703957,Int,0,0.006012758676967802,0,0.0032781343759788898,Order,Int
Basidiomycota;Microbotryomycetes;Microbotryales,-1966.4,8.677787588483611e-4,0.008677787605703957,Int,0.0818351983761741,0.007384180208941582,0.027937084448531067,0.007281323155695307,Order,Int
Chytridiomycota;Lobulomycetes;Lobulomycetales,3320.16,8.677787605703957e-4,0.008677787605703957,Int,0.014281392363048791,0.18791070735121515,0.007275158675814169,0.18214241188562413,Order,Int
Chytridiomycota;Rhizophydiomycetes;Rhizophydiales,-2462.84,8.677787588546302e-4,0.008677787605703957,Int,0.1253202851108155,0.07146976977902597,0.031839017830762685,0.011055401876636435,Order,Int
Glomeromycota;Archaeosporomycetes;Archaeosporales,1521.36,8.67778758822977e-4,0.008677787605703957,Int,0.008587723137931564,0.08663097836419935,0.004615252379153579,0.045369398557538014,Order,Int
Rozellomycota;Rozellomycota_cls_Incertae_sedis;Rozellomycota_ord_Incertae_sedis,5262.44,8.677787588741987e-4,0.008677787605703957,Int,0.00407755117369011,0.03082583456830763,0.004743011955225932,0.016425250532002493,Order,Int
Ascomycota;Dothideomycetes;Pleosporales;Amniculicolaceae,535.56,8.677787588293427e-4,0.005681887205283416,Ext,0.013394033260910916,0.22169493512613242,0.004436479369586735,0.14287450414993053,Family,Ext
Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae,-1632.48,8.677787588487198e-4,0.005681887205283416,Ext,0.1094963287557561,0.021827856343303087,0.04067292862547275,0.01768666566199119,Family,Ext
Ascomycota;Dothideomycetes;Pleosporales;Periconiaceae,658.83,8.67778758811807e-4,0.005681887205283416,Ext,0.011969059130617514,0.17452888122112248,0.004130493022571346,0.09097545149967082,Family,Ext
Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae,18.69,8.677787588922244e-4,0.005681887205283416,Ext,0.8625682155783433,3.706018571090028,0.16820897466738485,0.18913574692284932,Family,Ext
Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_Incertae_sedis,100.51,8.677787588128308e-4,0.005681887205283416,Ext,0.049768091127358575,0.7168591187728631,0.013597748992379994,0.17093866196255816,Family,Ext
Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae,1631.88,8.677787588945023e-4,0.005681887205283416,Ext,4.278358677229303e-4,0.04979405595892045,4.96690114928233e-4,0.025830289670459753,Family,Ext
Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae,39.44,8.677787592468485e-4,0.005681887205283416,Ext,2.2555787562414302,8.343256993001026,0.5846733396785372,7.215715429245587,Family,Ext
Ascomycota;Eurotiomycetes;Onygenales;Arachnomycetaceae,-2073.35,8.677787590283604e-4,0.005681887205283416,Ext,0.09553309892041345,0.005034730584180246,0.06694370235779029,0.006908957116993585,Family,Ext
Ascomycota;Leotiomycetes;Helotiales;Helotiaceae,1906.41,8.677787589825931e-4,0.005681887205283416,Ext,0.12749183646030368,0.23633318012224455,0.04177592602543754,0.04296822889653414,Family,Ext
Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae,-394.04,8.677787588594085e-4,0.005681887205283416,Ext,0.2606183310007131,0.058630797924880136,0.06434216358402454,0.019990193672485335,Family,Ext
Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae,-363.34,0.00591355453138639,0.03613838880291683,Ext,0.10302985169070497,0.03691603125189114,0.041569734125242334,0.006638038700764894,Family,Ext
Ascomycota;Pezizomycetes;Pezizales;Pezizaceae,94.83,0.004810336534302605,0.030622133625634478,Ext,0.033308048145570944,0.1344464903797984,0.02946752588612659,0.05729612469500088,Family,Ext
Ascomycota;Sordariomycetes;Boliniales;Boliniales_fam_Incertae_sedis,1066.87,8.677787588728512e-4,0.005681887205283416,Ext,0.006822452266530865,0.15073528082020457,0.002153420074049751,0.06997386101554487,Family,Ext
Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae,315.03,8.677787589990135e-4,0.005681887205283416,Ext,0.07755408229958262,0.6223899678765313,0.023349189740191668,0.48837802204393477,Family,Ext
Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae,22.14,8.677787588000528e-4,0.005681887205283416,Ext,2.0943341568677503,6.62009903583957,0.33290711417632196,2.5650939936587913,Family,Ext
Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae,32.84,8.677787591862532e-4,0.005681887205283416,Ext,11.818022162008116,19.602088427558375,2.3909231687854486,5.316209822378205,Family,Ext
Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae,-19.88,8.677787588243431e-4,0.005681887205283416,Ext,5.0079656848174725,1.2868554160788972,0.6874748182038982,0.24952436963242478,Family,Ext
Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae,-8954.55,8.677787597427562e-4,0.005681887205283416,Ext,0.0795292313091162,0.024519490223622223,0.031029750281841455,0.016852018482925387,Family,Ext
Ascomycota;Sordariomycetes;Microascales;Microascaceae,-820.76,8.677787588140523e-4,0.005681887205283416,Ext,0.09256565527683017,0.011646426198005167,0.02360831808781999,0.008317287876347569,Family,Ext
Ascomycota;Sordariomycetes;Sordariales;Bombardiaceae,-502.81,8.677787589687231e-4,0.005681887205283416,Ext,0.23400375533902806,0.016204962307536472,0.07543122679233658,0.02902705089393946,Family,Ext
Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae,-17.32,0.006482778219084091,0.03875573935322011,Ext,1.7142052865919912,1.038185889841261,0.15761633227830302,0.38361672153925624,Family,Ext
Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae,-213.42,8.677787588834618e-4,0.005681887205283416,Ext,0.6614654167213632,0.24874512427860176,0.12110777073516646,0.06697282695043259,Family,Ext
Ascomycota;Sordariomycetes;Sordariales;Naviculisporaceae,141.45,8.677787589519708e-4,0.005681887205283416,Ext,0.04359886681537736,0.4702808555583401,0.03732594558171208,0.05651050052432923,Family,Ext
Ascomycota;Sordariomycetes;Sordariales;Neoschizotheciaceae,36.7,0.0048995413801015165,0.030622133625634478,Ext,0.15128276153166448,0.4495355778575409,0.12272248479074462,0.10845988612090791,Family,Ext
Ascomycota;Sordariomycetes;Sordariales;Sordariales_fam_Incertae_sedis,81.23,8.677787588098869e-4,0.005681887205283416,Ext,0.44262174976046176,1.8664200006086502,0.1805819388303777,0.6029388844307684,Family,Ext
Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae,-1259.36,8.677787705965412e-4,0.005681887205283416,Ext,1.4119228033143547,0.10998486905261451,1.9006619210140243,0.08529886147384223,Family,Ext
Ascomycota;Sordariomycetes;Xylariales;Xylariales_fam_Incertae_sedis,-2800.56,8.677787588222266e-4,0.005681887205283416,Ext,0.0713309864216177,0.02298491747489578,0.013683265421894951,0.011804856013170547,Family,Ext
Basidiomycota;Agaricomycetes;Agaricales;Agaricales_fam_Incertae_sedis,136296.4,8.677791368069217e-4,0.005681887205283416,Ext,0.0026468741618156915,0.2188010124232211,0.0013204568580827607,0.2578863825141073,Family,Ext
Basidiomycota;Agaricomycetes;Agaricomycetes_ord_Incertae_sedis;Agaricomycetes_fam_Incertae_sedis,-330.07,8.677787589610983e-4,0.005681887205283416,Ext,0.3097448940995624,0.03592294179860162,0.17912755482569076,0.018753601307682635,Family,Ext
Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae,1009.82,8.677787590909232e-4,0.005681887205283416,Ext,0.0026851843980063967,0.19383972571845637,0.0013390175436253664,0.2289796541221117,Family,Ext
Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Chrysozymaceae,-869.69,8.677787588203572e-4,0.005681887205283416,Ext,0.09187654098910619,0.008720340863131625,0.01685592633102931,0.005620686343046302,Family,Ext
Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae,-426.6,8.67778758906258e-4,0.005681887205283416,Ext,0.5689288841990837,0.2005127453428774,0.23067844289816236,0.060626056519422766,Family,Ext
Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae,142505.61,8.677788498738925e-4,0.005681887205283416,Ext,0.00616905435863838,0.05903739720072587,0.009874139299964845,0.06671721208640623,Family,Ext
Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae,-1582.83,8.677787613239678e-4,0.005681887205283416,Ext,0.6526343843370273,0.25360501434455257,0.4772515522869449,0.09722990181523714,Family,Ext
Chytridiomycota;Cladochytriomycetes;Cladochytriales;Cladochytriales_fam_Incertae_sedis,-6359.97,8.67778758804371e-4,0.005681887205283416,Ext,0.02585298063262595,0.008225157690480094,0.007160807959293777,0.006796154579938673,Family,Ext
Chytridiomycota;Lobulomycetes;Lobulomycetales;Lobulomycetales_fam_Incertae_sedis,5419.98,8.67778758958762e-4,0.005681887205283416,Ext,0.01886206759450534,0.060435076481713326,0.01272165195052721,0.011240795049860055,Family,Ext
Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Alphamycetaceae,1658.93,8.677787588873428e-4,0.005681887205283416,Ext,0.012049370248107786,0.06160382672647642,0.007537272009798925,0.02056724010830412,Family,Ext
Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiaceae,14287.33,8.677787591616883e-4,0.005681887205283416,Ext,0.002503809849551094,0.019231662972851615,6.772480788227727e-4,0.013869212602685073,Family,Ext
Chytridiomycota;Spizellomycetes;Spizellomycetales;Spizellomycetales_fam_Incertae_sedis,3778.66,8.677787603264359e-4,0.005681887205283416,Ext,0.047584645831680296,0.19691743870516737,0.01758624272577058,0.08380731933055376,Family,Ext
Fungi_phy_Incertae_sedis;Fungi_cls_Incertae_sedis;Fungi_ord_Incertae_sedis;Fungi_fam_Incertae_sedis,-48.45,8.677787589558598e-4,0.005681887205283416,Ext,3.4442674001061437,1.2349848948932074,0.7526124992533525,0.35202878409722466,Family,Ext
Glomeromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae,8235.35,8.677787590460429e-4,0.005681887205283416,Ext,0.0014242090692693015,0.0273292400665512,0.0017552724713316094,0.019862379139556356,Family,Ext
Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae,47.09,0.008120638087823689,0.04652448904482322,Ext,0.09732836222807532,0.5585832960187448,0.0694507485738743,0.43487518819482485,Family,Ext
Glomeromycota;Paraglomeromycetes;Paraglomerales;Paraglomeraceae,-850.4,8.67778758885094e-4,0.005681887205283416,Ext,0.10273525163046007,0.0044459945094360446,0.03947039946760632,0.006493552821040429,Family,Ext
Kickxellomycota;Kickxellomycetes;Kickxellales;Kickxellaceae,-40330.74,8.677787598215318e-4,0.005681887205283416,Ext,0.010451637389466494,7.911645331625621e-4,0.006937090140208251,0.00101258047572472,Family,Ext
Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae,-19.81,8.677787589083263e-4,0.005681887205283416,Ext,13.260637808328532,4.636563554248126,4.203195237331732,2.1584095478060377,Family,Ext
Mucoromycota;Endogonomycetes;Endogonomycetes_ord_Incertae_sedis;Endogonomycetes_fam_Incertae_sedis,-25939.32,8.677787588658621e-4,0.005681887205283416,Ext,0.005451566334187178,0,0.003860011791235465,0,Family,Ext
Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae,-23.54,0.007410117588857238,0.04335707099863278,Ext,0.4300175148121748,0.13253941901364164,0.1847014868341465,0.08265535115938341,Family,Ext
Olpidiomycota;Olpidiomycetes;Olpidiales;Olpidiaceae,592.03,8.677787588150515e-4,0.005681887205283416,Ext,0.0011912563753470463,0.17007725912538374,0.0015186891350340483,0.13684668764758465,Family,Ext
Ascomycota;Ascomycota_cls_Incertae_sedis;Ascomycota_ord_Incertae_sedis;Ascomycota_fam_Incertae_sedis,76.8,8.67778759671933e-4,0.006449707009763537,Int,2.6640059039041053,7.277400030325197,1.0102871412361485,4.678830275184363,Family,Int
Ascomycota;Dothideomycetes;Pleosporales;Amniculicolaceae,1136.45,8.677787595829715e-4,0.006449707009763537,Int,0.006811282299704732,0.2826214106050818,0.0019233242910236571,0.36059007241423524,Family,Int
Ascomycota;Dothideomycetes;Pleosporales;Lophiotremataceae,60699.91,8.67778759083493e-4,0.006449707009763537,Int,0,0.0036833824970291707,0,0.0029853913798907734,Family,Int
Ascomycota;Dothideomycetes;Pleosporales;Periconiaceae,3592.12,8.677787593948425e-4,0.006449707009763537,Int,0.013906311760217274,0.11117993435202243,0.01364627174621339,0.05091804198155503,Family,Int
Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae,37.92,8.677787588314325e-4,0.006449707009763537,Int,0.18763046483244544,2.088162863574616,0.11585023032289557,0.5329850778780459,Family,Int
Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_Incertae_sedis,853.56,8.677787588770849e-4,0.006449707009763537,Int,0.1355431898851618,0.33038475199143946,0.0400243113125581,0.07156273528362572,Family,Int
Ascomycota;Eurotiomycetes;Onygenales;Gymnoascaceae,-367.9,8.677787589095065e-4,0.006449707009763537,Int,0.5690758417788464,0.150076337076283,0.23358013199778574,0.027544493341282318,Family,Int
Ascomycota;Leotiomycetes;Helotiales;Helotiaceae,341.45,8.677787589571206e-4,0.006449707009763537,Int,0.10386496467698804,0.3732246678003368,0.03443355638168047,0.1522790230709986,Family,Int
Ascomycota;Leotiomycetes;Thelebolales;Pseudeurotiaceae,-3.64,8.677787588305069e-4,0.006449707009763537,Int,40.374851851329666,8.587916648695616,19.86727622065548,3.719066342718026,Family,Int
Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae,-2336.6,8.677787596465196e-4,0.006449707009763537,Int,0.22922441326549897,0.07853126114853354,0.12440800686403818,0.01792856072168343,Family,Int
Ascomycota;Orbiliomycetes;Orbiliales;Orbiliales_fam_Incertae_sedis,8485.1,8.677787588360387e-4,0.006449707009763537,Int,0.0013226832630173805,0.010206165332825692,0.0016191721977563286,0.0020462600064021954,Family,Int
Ascomycota;Pezizomycetes;Pezizales;Pezizaceae,4203.9,8.67778759126712e-4,0.006449707009763537,Int,0.03894934394922331,0.1056231860112729,0.02384631961307704,0.02842195632098216,Family,Int
Ascomycota;Sordariomycetes;Boliniales;Boliniales_fam_Incertae_sedis,636.24,8.677787588135516e-4,0.006449707009763537,Int,0.0071248097107574045,0.165988384456074,0.0012058174144246063,0.11020035872073995,Family,Int
Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae,441.44,8.677787604229292e-4,0.006449707009763537,Int,2.3718561616248577,3.837571666855009,0.7812645389231739,0.5831469927001351,Family,Int
Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae,89.63,8.677787589483146e-4,0.006449707009763537,Int,0.4001550019355123,1.5699576769700507,0.15123377352023556,0.3733496738807068,Family,Int
Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthales_fam_Incertae_sedis,1224.28,8.677787589088268e-4,0.006449707009763537,Int,0.01410167877493185,0.08712230409308978,0.008579636981662806,0.028204639133368358,Family,Int
Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae,-354.33,8.677787588083919e-4,0.006449707009763537,Int,0.3534070088733447,0.01767718185724415,0.1341304428269966,0.011062459509642911,Family,Int
Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae,112.71,8.677787588882931e-4,0.006449707009763537,Int,0.7704247911282743,1.5358494194338905,0.2956039085314031,0.12207696048980016,Family,Int
Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae,2210.47,8.677787592935379e-4,0.006449707009763537,Int,0.12159630169928812,0.2417238246023348,0.02141593802200248,0.11082853781766204,Family,Int
Ascomycota;Sordariomycetes;Sordariales;Naviculisporaceae,126.23,8.677787589139065e-4,0.006449707009763537,Int,0.03588642384871287,0.47406155065483874,0.020184437591275386,0.04202970105854287,Family,Int
Ascomycota;Sordariomycetes;Sordariales;Neoschizotheciaceae,1147.76,8.677787591745829e-4,0.006449707009763537,Int,0.041946971090150505,0.24987273498553597,0.033560393543201235,0.1811058219808927,Family,Int
Ascomycota;Sordariomycetes;Sordariales;Sordariales_fam_Incertae_sedis,185.08,8.677787593030821e-4,0.006449707009763537,Int,0.2837699683022207,1.6568152516578984,0.09749483198887743,1.598545182816091,Family,Int
