"RH_CT_Int_Ctrl1" "RH_CT_Int_Ctrl2" "RH_CT_Int_Ctrl3" "RH_CT_Int_Ctrl4" "RH_CT_Int_BM1" "RH_CT_Int_BM2" "RH_CT_Int_BM3" "RH_CT_Int_BM4" "RH_CT_Ext_Ctrl1" "RH_CT_Ext_Ctrl2" "RH_CT_Ext_Ctrl3" "RH_CT_Ext_Ctrl4" "RH_CT_Ext_BM1" "RH_CT_Ext_BM2" "RH_CT_Ext_BM3" "RH_CT_Ext_BM4"
"SH1252379.09FU" 0 0 0 0 5 0 4 3 3 2 12 10 0 0 0 0
"SH1252601.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"SH1254094.09FU" 13 25 0 10 1 0 0 0 0 0 1 0 1 0 0 0
"SH1254895.09FU" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH1255025.09FU" 0 0 0 0 0 0 0 2 1 2 9 0 0 0 0 1
"SH1255033.09FU" 0 0 0 0 0 0 0 2 0 1 3 0 0 0 8 0
"SH1255315.09FU" 26 11 55 79 8 16 47 17 82 117 70 109 12 2 13 6
"SH1255331.09FU" 0 1 0 0 3 1 24 8 1 0 0 0 44 14 26 55
"SH1255683.09FU" 0 1 0 0 0 2 0 0 0 2 4 0 0 0 1 0
"SH1256957.09FU" 7 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1257108.09FU" 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1257591.09FU" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1257693.09FU" 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0
"SH1257874.09FU" 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
"SH1259002.09FU" 0 0 1 0 0 2 0 1 1 0 0 0 1 0 0 0
"SH1259024.09FU" 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0
"SH1259058.09FU" 20 3 0 5 0 0 0 0 0 1 0 0 0 2 0 0
"SH1259118.09FU" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1259140.09FU" 2 0 2 0 0 0 0 0 0 4 0 5 0 0 0 0
"SH1259145.09FU" 102 43 32 17 44 411 159 90 668 13 39 30 90 23 42 34
"SH1259374.09FU" 7 105 3 27 65 64 1 71 13 121 7 0 213 18 24 2
"SH1259469.09FU" 19 24 18 28 81 57 70 118 4 2 1 27 0 0 14 2
"SH1259481.09FU" 16 16 45 29 15 0 0 0 0 2 1 0 1 1 324 2
"SH1260713.09FU" 3 33 0 28 29 52 91 16 72 0 4 23 4 0 42 8
"SH1261975.09FU" 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1262011.09FU" 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
"SH1262367.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4
"SH1264107.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"SH1264483.09FU" 1 1 0 0 0 0 0 0 0 0 0 0 11 0 0 0
"SH1264709.09FU" 0 0 0 0 0 0 8 0 5 0 0 0 0 0 0 0
"SH1264919.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"SH1264921.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
"SH1265358.09FU" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3
"SH1265448.09FU" 1 0 6 7 0 0 1 4 4 15 41 10 0 0 0 0
"SH1266591.09FU" 2 0 0 0 0 0 0 1 0 0 0 0 0 3 1 3
"SH1266651.09FU" 6 58 76 5 52 22 49 71 46 25 35 55 55 55 69 94
"SH1266670.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"SH1266697.09FU" 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0
"SH1266811.09FU" 0 17 3 0 9 0 1 0 8 7 9 0 0 0 1 0
"SH1267397.09FU" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"SH1267603.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"SH1268988.09FU" 31 44 77 89 50 35 44 13 47 39 81 84 11 39 81 14
"SH1269969.09FU" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SH1269980.09FU" 0 0 1 0 2 0 15 0 3 184 0 0 0 0 0 0
"SH1270141.09FU" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1270155.09FU" 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
"SH1270566.09FU" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1270676.09FU" 29 82 35 81 72 125 38 42 392 53 50 313 58 36 26 36
"SH1270678.09FU" 6 0 0 1 0 3 1 8 0 0 3 2 0 6 0 0
"SH1270710.09FU" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"SH1270871.09FU" 2 7 12 7 5 2 75 96 0 46 36 25 20 32 318 194
"SH1270891.09FU" 0 0 2 1 0 0 0 3 0 2 5 1 0 0 2 22
"SH1270894.09FU" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0
"SH1271007.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"SH1271028.09FU" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
"SH1272059.09FU" 0 13 0 0 0 2 0 0 0 15 0 4 2 0 0 4
"SH1272061.09FU" 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
"SH1272137.09FU" 0 33 0 5 12 7 1 34 48 48 0 119 0 13 70 19
"SH1272151.09FU" 0 0 0 0 0 0 0 0 1 34 0 0 0 0 0 2
"SH1272155.09FU" 0 12 0 0 0 0 10 1 0 0 1 23 0 0 0 0
"SH1272333.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"SH1272334.09FU" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
"SH1272338.09FU" 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"SH1272702.09FU" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1272809.09FU" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
"SH1273392.09FU" 5 0 3 0 0 0 0 7 20 0 1 0 3 3 0 0
"SH1273419.09FU" 27 17 0 24 0 5 0 0 12 8 12 22 28 2 6 4
"SH1273617.09FU" 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0
"SH1274036.09FU" 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1274460.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5
"SH1274846.09FU" 0 0 5 0 0 0 8 0 0 0 0 0 5 7 3 47
"SH1274848.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"SH1274886.09FU" 1 2 8 7 30 6 56 57 8 17 21 20 10 3 56 58
"SH1274920.09FU" 0 0 3 1 4 0 0 2 0 20 13 27 0 6 15 19
"SH1274950.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"SH1274963.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"SH1274980.09FU" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1274998.09FU" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 3 0
"SH1275018.09FU" 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 2
"SH1275043.09FU" 0 0 0 0 0 0 0 0 0 0 1 0 3 0 1 5
"SH1275048.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0
"SH1275051.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"SH1275058.09FU" 0 0 2 0 0 0 10 1 0 1 0 0 6 11 39 17
"SH1275068.09FU" 0 0 0 1 6 0 0 11 0 0 0 0 0 0 0 18
"SH1275512.09FU" 0 15 0 0 0 0 0 0 0 0 7 0 0 0 0 0
"SH1275695.09FU" 5 11 5 10 16 10 10 23 3 5 6 8 7 6 5 6
"SH1275702.09FU" 969 1254 993 2003 3023 1738 2227 2534 568 712 816 1031 1082 670 751 801
"SH1275709.09FU" 0 0 0 7 0 0 0 0 7 0 0 0 4 0 0 0
"SH1275725.09FU" 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0
"SH1275744.09FU" 0 0 0 0 9 1 9 0 2 6 5 0 1 0 4 7
"SH1275749.09FU" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1276307.09FU" 27 15 11 22 0 0 72 62 9 11 34 52 4 5 8 17
"SH1276355.09FU" 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0
"SH1276376.09FU" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SH1276431.09FU" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"SH1276871.09FU" 0 0 4 2 0 0 0 0 1 41 9 43 0 0 0 0
"SH1277085.09FU" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 6 0
"SH1277406.09FU" 286 300 380 523 607 357 751 766 586 665 716 740 183 261 470 517
"SH1277435.09FU" 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0
"SH1277450.09FU" 1 0 1 0 1 4 0 0 0 0 1 1 5 0 0 0
"SH1278544.09FU" 13 491 39 61 37 49 113 25 17 28 17 7 118 236 231 98
"SH1278550.09FU" 2305 2659 1163 2284 4811 3703 2710 1691 1805 1655 1793 2373 4117 9352 6010 4431
"SH1278556.09FU" 19 412 178 158 11 35 76 26 8 4 47 2 151 157 149 100
"SH1278566.09FU" 12 26 52 26 32 63 31 25 245 21 18 164 12 54 58 29
"SH1278567.09FU" 0 0 4 0 0 0 5 0 0 0 0 0 0 0 0 0
"SH1278625.09FU" 76 161 136 375 1 1 6 29 9 28 12 1 4 2 0 8
"SH1278839.09FU" 10 24 31 19 4 5 20 10 0 4 3 7 0 1 6 47
"SH1278922.09FU" 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0
"SH1278970.09FU" 8 11 6 7 198 54 1079 111 10 19 14 21 117 101 241 414
"SH1279567.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"SH1280129.09FU" 0 0 0 7 7 8 10 4 0 0 0 0 0 1 21 0
"SH1280150.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
"SH1280476.09FU" 0 0 0 0 1 0 5 3 0 0 0 0 0 0 0 0
"SH1280788.09FU" 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"SH1280912.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
"SH1281039.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 31 10
"SH1281467.09FU" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"SH1282800.09FU" 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
"SH1285550.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 5 0 1 0
"SH1286367.09FU" 0 0 0 6 0 0 0 0 0 0 1 0 0 0 0 4
"SH1286653.09FU" 0 0 3 0 12 0 0 0 0 0 0 0 0 0 0 0
"SH1286656.09FU" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
"SH1286657.09FU" 0 1 0 1 4 2 0 1 0 1 0 0 0 0 0 0
"SH1287386.09FU" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"SH1287462.09FU" 0 0 0 0 0 5 0 1 1 0 0 0 0 0 0 0
"SH1287476.09FU" 2 1 3 0 0 5 0 18 106 0 21 3 0 5 0 2
"SH1287757.09FU" 0 0 1 0 5 0 0 0 0 0 0 1 0 0 0 15
"SH1287837.09FU" 4 0 0 4 0 0 1 0 0 0 2 3 0 0 0 0
"SH1288592.09FU" 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1289722.09FU" 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"SH1290210.09FU" 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0
"SH1290490.09FU" 0 0 4 0 0 0 0 0 6 11 0 0 0 0 0 0
"SH1290503.09FU" 0 15 0 0 0 0 0 0 7 0 0 0 0 0 0 0
"SH1290507.09FU" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1290509.09FU" 0 0 0 0 0 2 0 0 4 0 14 0 0 0 0 0
"SH1290595.09FU" 0 0 0 10 0 0 0 0 0 4 0 0 0 0 0 0
"SH1290607.09FU" 29 2 17 6 538 229 819 1509 5104 917 376 334 63 50 238 61
"SH1290750.09FU" 0 0 0 0 0 0 0 0 0 0 4 7 0 1 0 108
"SH1290928.09FU" 0 0 7 0 0 0 0 0 0 0 9 0 0 0 0 0
"SH1291514.09FU" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1291522.09FU" 0 0 0 0 0 6 0 0 0 0 1 0 0 3 11 0
"SH1291669.09FU" 167 333 140 244 82 164 60 100 107 135 67 308 46 65 84 72
"SH1291689.09FU" 0 0 0 0 0 0 0 5 10 6 0 0 0 0 0 0
"SH1291692.09FU" 25 32 23 55 82 108 134 73 327 64 66 144 7 20 52 25
"SH1291720.09FU" 10 26 11 6 15 0 0 4 15 36 8 5 1 1 0 0
"SH1291776.09FU" 1086 28 85 1062 1040 404 342 189 792 1368 279 304 517 86 251 161
"SH1291829.09FU" 10 0 0 0 39 0 1 0 0 0 0 0 0 0 1 0
"SH1292559.09FU" 4 3 3 9 9 11 9 14 3 3 2 4 9 6 36 25
"SH1292848.09FU" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"SH1292943.09FU" 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0
"SH1294046.09FU" 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"SH1294059.09FU" 0 4 14 3 4 17 7 0 0 0 19 6 0 3 6 0
"SH1294067.09FU" 9 0 3 6 18 2 5 0 1 1 0 2 11 9 2 15
"SH1294077.09FU" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH1294078.09FU" 22 15 107 80 28 16 21 15 75 40 117 238 1 0 4 15
"SH1294753.09FU" 0 0 0 0 11 2 0 8 7 0 0 0 12 7 0 0
"SH1294808.09FU" 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0
"SH1294810.09FU" 131 115 91 49 19 0 5 11 4 21 10 16 8 7 7 44
"SH1294876.09FU" 0 0 0 0 0 0 8 0 0 0 0 0 0 3 0 8
"SH1295140.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"SH1295141.09FU" 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 3
"SH1295646.09FU" 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1295652.09FU" 0 0 0 0 0 4 0 0 6 0 5 20 0 3 1 0
"SH1298464.09FU" 0 0 0 0 0 0 10 11 0 0 1 0 0 0 0 0
"SH1298756.09FU" 1 0 5 8 1 0 0 2 102 0 3 6 2 1 3 0
"SH1298821.09FU" 127 951 222 11122 244 129 167 733 8432 319 169 541 238 1090 619 567
"SH1298867.09FU" 0 0 5 3 0 0 0 3 1 0 0 0 0 0 0 0
"SH1298977.09FU" 11 0 21 31 10 0 2 7 13 13 63 18 2 16 6 8
"SH1299108.09FU" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SH1300252.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"SH1300486.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
"SH1300809.09FU" 0 0 2 13 0 0 0 0 0 0 0 0 0 3 0 0
"SH1301038.09FU" 4 0 0 0 0 0 1 1 6 3 0 6 2 0 0 0
"SH1301048.09FU" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"SH1301414.09FU" 47 96 104 209 75 66 11 299 169 232 401 474 52 55 75 178
"SH1301493.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0
"SH1301498.09FU" 0 0 1 1 10 7 26 2 0 1 0 1 6 2 23 10
"SH1301795.09FU" 1 13 10 84 21 1 47 34 2 6 2 8 16 52 58 53
"SH1302303.09FU" 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"SH1302529.09FU" 244 453 255 494 429 289 354 330 497 571 728 515 72 150 211 229
"SH1302567.09FU" 496 980 705 813 871 377 722 470 1062 1405 1188 1225 160 364 486 682
"SH1302576.09FU" 1145 2105 1783 2564 1336 4089 1666 1246 2065 3955 3594 4352 546 721 1140 1100
"SH1303064.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"SH1303823.09FU" 27 49 55 11 92 76 75 155 55 5 0 11 72 41 57 30
"SH1304171.09FU" 0 0 0 3 10 0 0 0 0 0 0 0 0 0 3 0
"SH1305336.09FU" 0 0 34 4 0 0 0 0 4 0 8 46 0 1 19 17
"SH1305340.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"SH1305385.09FU" 0 0 0 0 15 0 3 5 0 3 0 0 0 4 12 0
"SH1305391.09FU" 0 0 0 0 0 0 4 0 0 0 3 0 7 0 3 0
"SH1305394.09FU" 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
"SH1305395.09FU" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"SH1305396.09FU" 29 19 1 0 36 23 38 9 6 6 4 10 7 2 15 11
"SH1305406.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"SH1306036.09FU" 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1306523.09FU" 0 0 0 0 0 6 1 4 7 0 0 0 0 5 41 5
"SH1306568.09FU" 0 1 0 0 6 0 0 0 1 0 0 0 2 0 0 5
"SH1306597.09FU" 0 2 0 1 0 0 0 0 10 0 0 0 0 0 0 5
"SH1308148.09FU" 0 0 1 1 0 0 0 23 0 0 0 0 3 0 0 10
"SH1308162.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
"SH1308392.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"SH1308525.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"SH1309797.09FU" 1 0 0 1 0 0 0 0 2 4 7 20 7 2 55 21
"SH1309842.09FU" 30 0 0 18 0 0 0 36 0 0 1 0 0 1 3 10
"SH1309895.09FU" 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1
"SH1309940.09FU" 0 1 3 0 7 41 21 13 1 6 3 4 4 1 17 11
"SH1310024.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"SH1317092.09FU" 11 0 3 17 8 0 17 0 19 9 11 7 0 2 0 0
"SH1317225.09FU" 0 0 0 1 11 3 0 0 2 0 5 1 0 1 0 7
"SH1319395.09FU" 1 6 0 0 0 0 4 0 0 0 1 0 0 0 0 0
"SH1319849.09FU" 23 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"SH1320419.09FU" 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1320976.09FU" 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0
"SH1322839.09FU" 1 14 18 12 15 0 7 7 0 0 18 40 0 0 15 23
"SH1323076.09FU" 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0
"SH1324053.09FU" 0 0 0 0 0 0 0 3 0 1 0 1 7 0 1 18
"SH1325044.09FU" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"SH1327938.09FU" 0 0 0 0 13 0 0 0 0 0 0 0 23 0 3 0
"SH1331108.09FU" 0 0 0 1 0 0 0 0 0 0 0 14 0 1 0 0
"SH1331730.09FU" 0 0 2 3 0 0 0 0 3 17 1 22 0 0 0 0
"SH1331862.09FU" 0 0 0 5 10 0 0 1 0 4 0 0 0 0 0 0
"SH1334237.09FU" 2684 3664 2597 4290 5197 3758 5303 4022 2877 3738 3464 4269 3069 2657 3248 3125
"SH1341378.09FU" 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1342049.09FU" 0 0 0 0 0 0 3 1 0 2 0 0 0 0 0 3
"SH1342384.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"SH1343416.09FU" 0 0 2 0 3 0 0 0 0 0 0 0 0 0 1 0
"SH1345747.09FU" 257 289 128 305 366 458 355 261 395 149 130 1414 417 241 247 269
"SH1346449.09FU" 1 0 0 5 4 17 1 0 9 5 4 0 0 0 1 4
"SH1348718.09FU" 29 65 9 49 36 39 27 11 5 27 16 30 15 24 43 17
"SH1367426.09FU" 1 0 3 1 0 0 1 0 0 2 34 30 0 24 42 8
"SH1388556.09FU" 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0
"SH1389554.09FU" 14 51 29 36 41 47 0 11 170 34 36 40 10 23 33 9
"SH1389558.09FU" 19 54 50 32 22 36 1 8 97 31 45 41 0 14 14 22
"SH1393505.09FU" 2 7 3 36 1 1 7 13 2 30 27 29 0 3 8 7
"SH1402658.09FU" 0 0 0 0 17 0 16 1 7 4 5 5 0 0 0 3
"SH1437833.09FU" 0 0 2 0 0 13 18 14 77 45 39 18 1 0 2 3
"SH1443094.09FU" 0 0 0 0 16 0 0 0 0 5 0 0 0 0 0 0
"SH1451459.09FU" 2 0 0 0 7 35 7 0 0 1 0 103 3 0 6 10
"SH1451597.09FU" 15 23 42 32 223 205 127 184 23 36 146 51 83 75 83 106
"SH1456468.09FU" 19 10 23 58 17 1 8 16 12 21 70 68 10 0 2 108
"SH1462812.09FU" 3 11 65 0 1 0 0 0 0 0 0 0 0 0 0 0
"SH1463760.09FU" 2 5 0 13 1 4 0 10 0 13 5 4 10 0 9 11
"SH1477560.09FU" 30 83 45 35 28 14 16 10 39 41 21 27 9 2 6 7
"SH1478004.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"SH1478760.09FU" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"SH1486987.09FU" 0 0 0 12 7 0 0 10 0 13 20 8 0 0 0 5
"SH1487073.09FU" 2199 14252 6052 5719 10117 10955 11429 6222 10891 6746 15459 13570 18539 8529 8699 10464
"SH1487282.09FU" 2 1 2 0 116 9 13 12 0 1 0 0 1 21 15 2
"SH1487787.09FU" 7 8 6 13 16 4 5 11 17 14 1 102 2 18 2 1
"SH1488323.09FU" 1 14 2 0 65 53 136 168 257 64 17 7 44 28 129 175
"SH1490962.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
"SH1500649.09FU" 27 23 42 75 480 527 695 593 17 54 21 118 480 408 417 526
"SH1539345.09FU" 21 5 0 0 0 7 0 0 30 21 0 167 0 2 3 101
"SH1539350.09FU" 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
"SH1539459.09FU" 0 0 2 0 0 2 6 5 8 9 3 34 1 4 2 1
"SH1554215.09FU" 0 0 0 0 0 0 0 11 0 0 0 0 0 0 5 0
"SH1580078.09FU" 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0
"SH1655668.09FU" 21 32 10 25 9 4 5 5 27 2 0 16 0 5 2 8
"SH1676560.09FU" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1679233.09FU" 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0
"SH1681887.09FU" 1 3 19 16 28 132 0 0 2 0 22 23 0 0 0 0
"SH1681891.09FU" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH1681939.09FU" 0 4 4 1 0 1 0 0 4 2 0 5 0 8 8 0
"SH1706155.09FU" 0 0 0 0 11 0 0 0 1 0 0 0 0 0 0 0
"SH1711253.09FU" 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1711884.09FU" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1719835.09FU" 1 11 1 0 6 18 21 10 1 15 9 0 0 47 6 12
"SH1748377.09FU" 8 5 19 43 0 0 5 3 2 16 14 13 149 0 2 6
"SH1785536.09FU" 0 0 1 0 0 0 11 0 4 0 0 1 0 0 0 0
"SH1827129.09FU" 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0
"SH1827462.09FU" 0 5 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"SH1851344.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"SH1871410.09FU" 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0
"SH1885892.09FU" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"SH1901885.09FU" 0 0 0 0 0 0 0 0 1 3 1 0 0 0 0 8
"SH1901964.09FU" 1 16 3 0 10 1 5 0 4 3 9 2 11 0 3 5
"SH1902031.09FU" 0 0 3 8 1 0 0 0 12 0 0 0 0 1 36 60
"SH1911645.09FU" 0 0 1 4 0 1 0 1 6 0 7 0 0 0 0 6
"SH1914544.09FU" 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0
"SH1936628.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"SH1945221.09FU" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1953586.09FU" 0 0 1 0 15 0 11 1 0 0 1 0 18 29 61 26
"SH2006307.09FU" 24 18 13 25 1 0 35 4 10 9 14 14 6 10 57 20
"SH2006560.09FU" 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 0
"SH2006624.09FU" 1 0 0 7 4 11 1 0 0 2 0 0 0 1 0 10
"SH2019764.09FU" 0 0 0 0 7 0 0 5 0 1 0 0 0 0 5 5
"SH2051945.09FU" 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
"SH2062223.09FU" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH2062555.09FU" 386 795 783 1082 1425 6738 2456 8858 282 747 156 572 1554 15150 1573 1607
"SH2067741.09FU" 16 34 41 101 66 51 27 9 20 21 47 36 21 31 21 13
"SH2067774.09FU" 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
"SH2075765.09FU" 114 159 101 101 100 55 229 79 89 88 42 54 132 37 85 125
"SH2086471.09FU" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"SH2086585.09FU" 0 0 8 14 0 0 0 0 0 0 0 1 0 0 0 1
"SH2088875.09FU" 4 4 0 8 53 2 3 220 1 0 0 5 0 1 0 2
"SH2098607.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"SH2100630.09FU" 0 0 0 20 0 0 0 0 0 4 0 0 0 0 0 0
"SH2138219.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"SH2142531.09FU" 4 2 1 7 6 11 9 8 5 3 4 4 6 1 0 3
"SH2142874.09FU" 1 1 0 1 45 61 71 74 34 36 87 12 0 14 31 25
"SH2144979.09FU" 1 2 1 0 1 2 2 0 5 0 3 0 0 0 4 0
"SH2145427.09FU" 249 403 570 731 926 1275 1207 1231 997 1076 1280 1254 619 302 1091 449
"SH2147492.09FU" 0 0 0 0 0 2 7 24 28 0 8 0 0 5 9 0
"SH2151412.09FU" 0 0 0 0 0 4 0 0 0 0 0 0 0 9 19 0
"SH2154304.09FU" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH2156333.09FU" 3 0 0 6 0 5 4 2 1 0 0 1 0 0 0 1
"SH2159568.09FU" 0 0 0 0 2 0 0 0 0 0 0 0 1 0 3 0
"SH2162386.09FU" 1383 2025 954 1095 2188 4052 2322 1824 990 506 663 978 2477 1674 1378 1648
"SH2164564.09FU" 0 0 0 1 0 0 0 0 4 0 0 0 0 0 41 0
"SH2164983.09FU" 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0
