kingdom	phylum	class	order	family	genus	species
SH1165033.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	s__Spizellomyces_sp
SH1165412.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	s__Exophiala_alcalophila
SH1165534.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	s__Capronia_sp
SH1166081.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Operculomyces	s__Operculomyces_sp
SH1166118.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Operculomyces	s__Operculomyces_laminatus
SH1166687.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1167406.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	s__Entoloma_sp
SH1167413.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	s__Entoloma_sp
SH1167484.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	s__Entoloma_sericeum
SH1167485.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	s__Entoloma_vindobonense
SH1167565.09FU	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	s__Lobulomycetales_sp
SH1168083.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp
SH1168144.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1168579.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp
SH1168614.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	s__Trichophyton_ajelloi
SH1168617.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Stephanosporaceae_gen_Incertae_sedis	s__Stephanosporaceae_sp
SH1168922.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Shanorella	s__Shanorella_spirotricha
SH1169459.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1169852.09FU	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	s__Chytridiomycota_sp
SH1169996.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	s__Rhizophydiales_sp
SH1169997.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	s__Rhizophydiales_sp
SH1170436.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1170439.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1170780.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1171278.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1171536.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Deconica	s__Deconica_sp
SH1171599.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Deconica	s__Deconica_inquilina
SH1171604.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Deconica	s__Deconica_phillipsii
SH1171616.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Deconica	s__Deconica_crobula
SH1172457.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1172653.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula	s__Typhula_sp
SH1172739.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycenaceae_gen_Incertae_sedis	s__Mycenaceae_sp
SH1173196.09FU	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	s__Puccinia_coronata
SH1173246.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1173311.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1174856.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1175367.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1175411.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1175445.09FU	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	s__Syncephalis_sp
SH1175446.09FU	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	s__Syncephalis_sp
SH1175649.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	s__Cortinarius_illibatus
SH1175905.09FU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	s__Hericium_coralloides
SH1176491.09FU	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Sphaerobolaceae	Sphaerobolaceae_gen_Incertae_sedis	s__Sphaerobolaceae_sp
SH1177130.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1177238.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH1177884.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Polyporales_gen_Incertae_sedis	s__Polyporales_sp
SH1177901.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	s__Bjerkandera_adusta
SH1178859.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	s__Gymnopilus_penetrans
SH1178902.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	s__Galerina_laevis
SH1179043.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogastraceae_gen_Incertae_sedis	s__Hymenogastraceae_sp
SH1179046.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	s__Hebeloma_sinapizans
SH1179176.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	s__Hebeloma_sp
SH1179267.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Kuehneromyces	s__Kuehneromyces_mutabilis
SH1180325.09FU	Fungi	Zoopagomycota	Zoopagomycota_cls_Incertae_sedis	Zoopagomycota_ord_Incertae_sedis	Zoopagomycota_fam_Incertae_sedis	Zoopagomycota_gen_Incertae_sedis	s__Zoopagomycota_sp
SH1182534.09FU	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS05	GS05_fam_Incertae_sedis	GS05_gen_Incertae_sedis	s__GS05_sp
SH1182665.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_velutipes
SH1182668.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_ochrostriata
SH1182673.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_sp
SH1182675.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_nigrescens
SH1182695.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitiaceae_gen_Incertae_sedis	s__Bolbitiaceae_sp
SH1182705.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_fuscimarginata
SH1182711.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_rostellata
SH1182719.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_siennophylla
SH1182727.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_anthracophila
SH1183324.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	s__Ceratobasidiaceae_sp
SH1183389.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	s__Thanatephorus_cucumeris
SH1183397.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	s__Thanatephorus_cucumeris
SH1183416.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	s__Ceratobasidiaceae_sp
SH1183435.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	s__Rhizoctonia_sp
SH1183644.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	s__Thanatephorus_sp
SH1183652.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	s__Ceratobasidiaceae_sp
SH1183654.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	s__Ceratobasidiaceae_sp
SH1183678.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1183752.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae_gen_Incertae_sedis	s__Phaeosphaeriaceae_sp
SH1184081.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	s__Blastomyces_gilchristii
SH1184159.09FU	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	s__Basidiomycota_sp
SH1184160.09FU	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	s__Basidiomycota_sp
SH1184161.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1184198.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	s__Cunninghamella_echinulata
SH1184881.09FU	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Limonomyces	s__Limonomyces_sp
SH1184885.09FU	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiales_fam_Incertae_sedis	Corticiales_gen_Incertae_sedis	s__Corticiales_sp
SH1185222.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	s__Crepidotus_variabilis
SH1185231.09FU	Fungi	Ascomycota	Leotiomycetes	Leotiomycetes_ord_Incertae_sedis	Leotiomycetes_fam_Incertae_sedis	Leotiomycetes_gen_Incertae_sedis	s__Leotiomycetes_sp
SH1185360.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
SH1186382.09FU	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	s__Piptocephalis_minuta
SH1186640.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1186825.09FU	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	s__Erysiphe_alphitoides
SH1188661.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1188819.09FU	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	s__Naganishia_sp
SH1188836.09FU	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	s__Naganishia_albida
SH1189225.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crassisporiaceae	Romagnesiella	s__Romagnesiella_clavus
SH1190075.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	s__Inocybe_sp
SH1191003.09FU	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	s__Rozellomycota_sp
SH1191015.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1191173.09FU	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	s__Chytridiomycota_sp
SH1191797.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1192642.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	s__Agaricomycetes_sp
SH1192643.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1193237.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	s__Rhizopus_arrhizus
SH1193255.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	s__Rhizopus_arrhizus
SH1193262.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	s__Rhizopus_arrhizus
SH1194287.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1194387.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pezizaceae_gen_Incertae_sedis	s__Pezizaceae_sp
SH1194411.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	s__Peziza_sp
SH1194774.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1194883.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Bradymyces	s__Bradymyces_graniticola
SH1194961.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Cristinia	s__Cristinia_sp
SH1195487.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellales_fam_Incertae_sedis	Mortierellales_gen_Incertae_sedis	s__Mortierellales_sp
SH1195999.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1196013.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1196184.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1197633.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	s__Agaricomycetes_sp
SH1197702.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1197726.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1197727.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1198162.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chrysosporium	s__Chrysosporium_europae
SH1198289.09FU	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsaceae_gen_Incertae_sedis	s__Valsaceae_sp
SH1198379.09FU	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	s__Cytospora_prunicola
SH1198696.09FU	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletales_fam_Incertae_sedis	Chalciporus	s__Chalciporus_piperatus
SH1198876.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	s__Coprinellus_micaceus
SH1198881.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	s__Coprinellus_disseminatus
SH1198886.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	s__Coprinellus_domesticus
SH1198888.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	s__Coprinellus_micaceus
SH1198899.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	s__Psathyrella_impexa
SH1198962.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	s__Coprinellus_xanthothrix
SH1198967.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	s__Psathyrella_typhae
SH1198971.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1198982.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	s__Coprinellus_flocculosus
SH1199074.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Melanomphalia	s__Melanomphalia_nigrescens
SH1200244.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Paecilomyces	s__Paecilomyces_lagunculariae
SH1200284.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Fimicolochytrium	s__Fimicolochytrium_sp
SH1200289.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Fimicolochytrium	s__Fimicolochytrium_jonesii
SH1200295.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	s__Powellomyces_sp
SH1200693.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellales_fam_Incertae_sedis	Mortierellales_gen_Incertae_sedis	s__Mortierellales_sp
SH1200747.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma	s__Hypholoma_fasciculare
SH1200777.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia	s__Stropharia_coronilla
SH1201177.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1201314.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1201389.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1201547.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypocreaceae_gen_Incertae_sedis	s__Hypocreaceae_sp
SH1201711.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	s__Clitocybe_metachroa
SH1201771.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Lepista	s__Lepista_personata
SH1201790.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholomataceae_gen_Incertae_sedis	s__Tricholomataceae_sp
SH1201793.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	s__Clitocybe_amarescens
SH1201798.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	s__Clitocybe_sp
SH1201805.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Lepista	s__Lepista_nuda
SH1201832.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	s__Clitocybe_fragrans
SH1201890.09FU	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophorales_fam_Incertae_sedis	Pyxidiophorales_gen_Incertae_sedis	s__Pyxidiophorales_sp
SH1201939.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1201940.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1201942.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1201943.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1201950.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1201953.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1202554.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1202745.09FU	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	s__Rhizophlyctis_sp
SH1202753.09FU	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	s__Rhizophlyctis_sp
SH1203931.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	s__Agaricales_sp
SH1204086.09FU	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	s__Rhizophlyctis_sp
SH1204246.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	s__Pyrenochaeta_sp
SH1204299.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	s__Coprinopsis_sp
SH1204304.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	s__Coprinopsis_radiata
SH1204312.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	s__Agaricales_sp
SH1204357.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	s__Coprinopsis_romagnesiana
SH1204367.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	s__Coprinopsis_sp
SH1204375.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	s__Coprinopsis_ochraceolanata
SH1204376.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	s__Coprinopsis_friesii
SH1204384.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	s__Coprinopsis_pachyderma
SH1204422.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	s__Coprinopsis_sp
